%META:TOPICINFO{author="TWikiGuest" date="1446088741" format="1.1" version="1.4492"}%
%META:TOPICPARENT{name="WebHome"}%
---++ Statistics for %WEB% Web

| *Month:* | *Topic <br> views:* | *Topic <br> saves:* | *File <br> uploads:* | *Most popular <br> topic views:* | *Top contributors for <br> topic save and uploads:* |
| Apr 2004 |  813 |  112 |  16 | 121 WebHome<br /> &nbsp;99 SDD2004Berlin<br /> &nbsp;61 SchemaDiscussion<br /> &nbsp;53 WebChanges<br /> &nbsp;48 ExternalTerminology<br /> &nbsp;30 IsDiGIRadequateForSDD<br /> &nbsp;29 WebNotify<br /> &nbsp;25 TheProblemOfSex<br /> &nbsp;25 SecondaryClassifiersWithinClasses<br /> &nbsp;23 SchemaChangeLog091EarlyBetaVersions<br /> &nbsp;17 AuthoritativeTerminology | &nbsp;79 Main.GregorHagedorn<br /> &nbsp;40 Main.BobMorris<br /> &nbsp;&nbsp;3 Main.BryanHeidorn<br /> &nbsp;&nbsp;2 Main.WalterBerendsohn<br /> &nbsp;&nbsp;2 Main.TrevorPaterson<br /> &nbsp;&nbsp;1 Main.DaveThau<br /> &nbsp;&nbsp;1 Main.CyrilGallut |
| Mar 2004 |  678 |  130 |  1 | 106 WebHome<br /> &nbsp;54 SchemaDiscussion<br /> &nbsp;43 WebChanges<br /> &nbsp;32 TheProblemOfSex<br /> &nbsp;26 StateAndStatisticalMeasureBothPermitted<br /> &nbsp;23 ContingencyProblem<br /> &nbsp;23 BestPractices<br /> &nbsp;20 SupportForMultipleAudiences<br /> &nbsp;18 ModularizationOfSchema<br /> &nbsp;18 AnAttemptAtConvertingOurKeysToSDD<br /> &nbsp;14 DebugRef | &nbsp;80 Main.GregorHagedorn<br /> &nbsp;27 Main.BobMorris<br /> &nbsp;10 Main.KevinThiele<br /> &nbsp;&nbsp;7 Main.JacobAsiedu<br /> &nbsp;&nbsp;6 Main.TrevorPaterson<br /> &nbsp;&nbsp;1 Main.MikeDallwitz |
| Feb 2004 |  187 |  27 |  0 | &nbsp;50 WebHome<br /> &nbsp;32 SchemaDiscussion<br /> &nbsp;20 AreTwoAgentsTheSameTheyHaveSameLastNamesAndFreeFormDescription<br /> &nbsp;12 RankLevelBogosity<br /> &nbsp;&nbsp;9 WebChanges<br /> &nbsp;&nbsp;9 GuidedKeys<br /> &nbsp;&nbsp;8 UniqueConstraintOnKeyLabelRepresentationText<br /> &nbsp;&nbsp;6 WebSearch<br /> &nbsp;&nbsp;4 DebugRef<br /> &nbsp;&nbsp;4 MeetingMinutes<br /> &nbsp;&nbsp;4 DebugrefAutomation | &nbsp;12 Main.GregorHagedorn<br /> &nbsp;&nbsp;9 Main.JacobAsiedu<br /> &nbsp;&nbsp;6 Main.BobMorris |
| Jan 2004 |  337 |  16 |  0 | &nbsp;59 WebHome<br /> &nbsp;27 SchemaDiscussion<br /> &nbsp;20 GuidedKeys<br /> &nbsp;17 RevisionDataAndLabelElementsInDesignedKeyDefTypeMandatory<br /> &nbsp;13 MoveTimestampAttribute<br /> &nbsp;12 WebChanges<br /> &nbsp;12 RankLevelBogosity<br /> &nbsp;&nbsp;9 WebPreferences<br /> &nbsp;&nbsp;9 DebugRef<br /> &nbsp;&nbsp;8 WebSearch<br /> &nbsp;&nbsp;8 MeetingMinutes | &nbsp;10 Main.BobMorris<br /> &nbsp;&nbsp;3 Main.JacobAsiedu<br /> &nbsp;&nbsp;3 Main.GregorHagedorn |
| Dec 2003 |  295 |  67 |  2 | &nbsp;87 WebHome<br /> &nbsp;37 SchemaDiscussion<br /> &nbsp;31 DebugRef<br /> &nbsp;15 MeetingMinutes<br /> &nbsp;14 WebChanges<br /> &nbsp;12 DebugrefAutomation<br /> &nbsp;&nbsp;9 ResolvedTopicGenericStates<br /> &nbsp;&nbsp;8 SchemaChangeLog09final<br /> &nbsp;&nbsp;8 HandlingPartialMarkupOfNaturalLanguage<br /> &nbsp;&nbsp;6 WebIndex<br /> &nbsp;&nbsp;5 SchemaProposals | &nbsp;54 Main.GregorHagedorn<br /> &nbsp;15 Main.BobMorris |
| Nov 2003 |  972 |  194 |  7 | 179 WebHome<br /> &nbsp;89 SchemaDiscussion<br /> &nbsp;62 WebChanges<br /> &nbsp;59 SchemaProposals<br /> &nbsp;54 MakeVersionAttributeOptional<br /> &nbsp;38 LisbonTopicsForFurtherDiscussion<br /> &nbsp;37 MoveTimestampAttribute<br /> &nbsp;36 DebugrefAutomation<br /> &nbsp;28 ZZZObsoleteMakeAudiencesOptional<br /> &nbsp;24 ChangeName<br /> &nbsp;23 GuidedKeys | 108 Main.GregorHagedorn<br /> &nbsp;55 Main.BobMorris<br /> &nbsp;35 Main.KevinThiele<br /> &nbsp;&nbsp;1 Main.MikeDallwitz<br /> &nbsp;&nbsp;1 Main.JacobAsiedu<br /> &nbsp;&nbsp;1 Main.BryanHeidorn |
| Oct 2003 |  351 |  67 |  0 | 100 WebHome<br /> &nbsp;45 SchemaDiscussion<br /> &nbsp;25 AudienceDefinitionAndUse<br /> &nbsp;11 HandlingPartialMarkupOfNaturalLanguage<br /> &nbsp;10 Trash.ZZZObsoleteTextualDefinitionIsAPoorName<br /> &nbsp;&nbsp;9 ZZZObsoleteTheSimpleChallenge<br /> &nbsp;&nbsp;9 Trash.TextualDefinitions<br /> &nbsp;&nbsp;9 BogusTopic<br /> &nbsp;&nbsp;9 AboutTheWiki<br /> &nbsp;&nbsp;8 LisbonTopicsForFurtherDiscussion<br /> &nbsp;&nbsp;8 AudienceDefinitionsAndUseExample | &nbsp;57 Main.BobMorris<br /> &nbsp;&nbsp;8 Main.KevinThiele<br /> &nbsp;&nbsp;1 Main.GregorHagedorn<br /> &nbsp;&nbsp;1 Main.BryanHeidorn |

__Notes:__
   * Do not edit this topic, it is updated automatically. (You can also <a href="%SCRIPTURLPATH%/statistics%SCRIPTSUFFIX%/%WEB%">force</a> an update)
   * %TWIKIWEB%.TWikiDocumentation tells you how to enable the automatic updates of the statistics.
   * Suggestion: You could archive this topic once a year and delete the previous year's statistics from the table.
